ligand_human_symbol,receptor_human_symbol,ligand_human_ensembl,receptor_human_ensembl,ligand_mouse_symbol,receptor_mouse_symbol,ligand_mouse_ensembl,receptor_mouse_ensembl,database,source
TGFBI,ITGA4,ENSG00000120708,ENSG00000115232,Tgfbi,Itga4,ENSMUSG00000035493,ENSMUSG00000027009,omnipath,omnipath
TGFBI,ITGA5,ENSG00000120708,ENSG00000161638,Tgfbi,Itga5,ENSMUSG00000035493,ENSMUSG00000000555,omnipath,omnipath
TGFBI,ITGA6,ENSG00000120708,ENSG00000091409,Tgfbi,Itga6,ENSMUSG00000035493,ENSMUSG00000027111,omnipath,omnipath
TGFBI,ITGB4,ENSG00000120708,ENSG00000132470,Tgfbi,Itgb4,ENSMUSG00000035493,ENSMUSG00000020758,omnipath,omnipath
TGFBI,ITGAV,ENSG00000120708,ENSG00000138448,Tgfbi,Itgav,ENSMUSG00000035493,ENSMUSG00000027087,omnipath,omnipath
TGFBI,ITGB3,ENSG00000120708,ENSG00000259207,Tgfbi,Itgb3,ENSMUSG00000035493,ENSMUSG00000020689,omnipath,omnipath
TGFBI,ITGB5,ENSG00000120708,ENSG00000082781,Tgfbi,Itgb5,ENSMUSG00000035493,ENSMUSG00000022817,omnipath,omnipath
TGM2,TRPV5,ENSG00000198959,ENSG00000127412,Tgm2,Trpv5,ENSMUSG00000037820,ENSMUSG00000036899,omnipath,omnipath
TGM2,ITGA4,ENSG00000198959,ENSG00000115232,Tgm2,Itga4,ENSMUSG00000037820,ENSMUSG00000027009,omnipath,omnipath
TGM2,ITGB1,ENSG00000198959,ENSG00000150093,Tgm2,Itgb1,ENSMUSG00000037820,ENSMUSG00000025809,omnipath,omnipath
TGM2,ITGB3,ENSG00000198959,ENSG00000259207,Tgm2,Itgb3,ENSMUSG00000037820,ENSMUSG00000020689,omnipath,omnipath
TGM2,SDC4,ENSG00000198959,ENSG00000124145,Tgm2,Sdc4,ENSMUSG00000037820,ENSMUSG00000017009,omnipath,omnipath
TGM2,TBXA2R,ENSG00000198959,ENSG00000006638,Tgm2,Tbxa2r,ENSMUSG00000037820,ENSMUSG00000034881,omnipath,omnipath
TGM2,ADGRG1,ENSG00000198959,ENSG00000205336,Tgm2,Adgrg1,ENSMUSG00000037820,ENSMUSG00000031785,omnipath,omnipath
TGM2,ITGA9,ENSG00000198959,ENSG00000144668,Tgm2,Itga9,ENSMUSG00000037820,ENSMUSG00000039115,omnipath,omnipath
TGOLN2,BTN3A1,ENSG00000152291,ENSG00000026950,Tgoln1,Btnl12,ENSMUSG00000056429,ENSMUSG00000108763,omnipath,omnipath
THBS1,ITGA4,ENSG00000137801,ENSG00000115232,Thbs1,Itga4,ENSMUSG00000040152,ENSMUSG00000027009,omnipath,omnipath
THBS1,CD47,ENSG00000137801,ENSG00000196776,Thbs1,Cd47,ENSMUSG00000040152,ENSMUSG00000055447,omnipath,omnipath
THBS1,SDC1,ENSG00000137801,ENSG00000115884,Thbs1,Sdc1,ENSMUSG00000040152,ENSMUSG00000020592,omnipath,omnipath
THBS1,ITGB1,ENSG00000137801,ENSG00000150093,Thbs1,Itgb1,ENSMUSG00000040152,ENSMUSG00000025809,omnipath,omnipath
THBS1,LRP5,ENSG00000137801,ENSG00000162337,Thbs1,Lrp5,ENSMUSG00000040152,ENSMUSG00000024913,omnipath,omnipath
THBS1,ITGA2B,ENSG00000137801,ENSG00000005961,Thbs1,Itga2b,ENSMUSG00000040152,ENSMUSG00000034664,omnipath,omnipath
THBS1,ITGB3,ENSG00000137801,ENSG00000259207,Thbs1,Itgb3,ENSMUSG00000040152,ENSMUSG00000020689,omnipath,omnipath
THBS1,SDC4,ENSG00000137801,ENSG00000124145,Thbs1,Sdc4,ENSMUSG00000040152,ENSMUSG00000017009,omnipath,omnipath
THBS1,ITGA6,ENSG00000137801,ENSG00000091409,Thbs1,Itga6,ENSMUSG00000040152,ENSMUSG00000027111,omnipath,omnipath
THBS1,TNFRSF11B,ENSG00000137801,ENSG00000164761,Thbs1,Tnfrsf11b,ENSMUSG00000040152,ENSMUSG00000063727,omnipath,omnipath
THBS1,CD36,ENSG00000137801,ENSG00000135218,Thbs1,Cd36,ENSMUSG00000040152,ENSMUSG00000002944,omnipath,omnipath
THBS1,ITGA3,ENSG00000137801,ENSG00000005884,Thbs1,Itga3,ENSMUSG00000040152,ENSMUSG00000001507,omnipath,omnipath
THBS1,LRP1,ENSG00000137801,ENSG00000123384,Thbs1,Lrp1,ENSMUSG00000040152,ENSMUSG00000040249,omnipath,omnipath
THBS2,CD47,ENSG00000186340,ENSG00000196776,Thbs2,Cd47,ENSMUSG00000023885,ENSMUSG00000055447,omnipath,omnipath
THBS2,ITGA4,ENSG00000186340,ENSG00000115232,Thbs2,Itga4,ENSMUSG00000023885,ENSMUSG00000027009,omnipath,omnipath
THBS2,ITGB1,ENSG00000186340,ENSG00000150093,Thbs2,Itgb1,ENSMUSG00000023885,ENSMUSG00000025809,omnipath,omnipath
THBS2,ITGB3,ENSG00000186340,ENSG00000259207,Thbs2,Itgb3,ENSMUSG00000023885,ENSMUSG00000020689,omnipath,omnipath
THBS2,NOTCH4,ENSG00000186340,ENSG00000238196,Thbs2,NA,ENSMUSG00000023885,NA,omnipath,omnipath
THBS2,ITGA6,ENSG00000186340,ENSG00000091409,Thbs2,Itga6,ENSMUSG00000023885,ENSMUSG00000027111,omnipath,omnipath
THBS2,CD36,ENSG00000186340,ENSG00000135218,Thbs2,Cd36,ENSMUSG00000023885,ENSMUSG00000002944,omnipath,omnipath
THBS2,NOTCH3,ENSG00000186340,ENSG00000074181,Thbs2,Notch3,ENSMUSG00000023885,ENSMUSG00000038146,omnipath,omnipath
THBS2,SDC1,ENSG00000186340,ENSG00000115884,Thbs2,Sdc1,ENSMUSG00000023885,ENSMUSG00000020592,omnipath,omnipath
THBS2,LRP4,ENSG00000186340,ENSG00000134569,Thbs2,Lrp4,ENSMUSG00000023885,ENSMUSG00000027253,omnipath,omnipath
THBS2,LRP2,ENSG00000186340,ENSG00000081479,Thbs2,Lrp2,ENSMUSG00000023885,ENSMUSG00000027070,omnipath,omnipath
THBS2,ITGA3,ENSG00000186340,ENSG00000005884,Thbs2,Itga3,ENSMUSG00000023885,ENSMUSG00000001507,omnipath,omnipath
THBS4,SDC1,ENSG00000113296,ENSG00000115884,Thbs4,Sdc1,ENSMUSG00000021702,ENSMUSG00000020592,omnipath,omnipath
THBS4,SDC4,ENSG00000113296,ENSG00000124145,Thbs4,Sdc4,ENSMUSG00000021702,ENSMUSG00000017009,omnipath,omnipath
THBS4,CD36,ENSG00000113296,ENSG00000135218,Thbs4,Cd36,ENSMUSG00000021702,ENSMUSG00000002944,omnipath,omnipath
THBS4,CD47,ENSG00000113296,ENSG00000196776,Thbs4,Cd47,ENSMUSG00000021702,ENSMUSG00000055447,omnipath,omnipath
THBS4,ITGA3,ENSG00000113296,ENSG00000005884,Thbs4,Itga3,ENSMUSG00000021702,ENSMUSG00000001507,omnipath,omnipath
THBS4,ITGB1,ENSG00000113296,ENSG00000150093,Thbs4,Itgb1,ENSMUSG00000021702,ENSMUSG00000025809,omnipath,omnipath
THBS4,ITGAV,ENSG00000113296,ENSG00000138448,Thbs4,Itgav,ENSMUSG00000021702,ENSMUSG00000027087,omnipath,omnipath
THBS4,ITGB3,ENSG00000113296,ENSG00000259207,Thbs4,Itgb3,ENSMUSG00000021702,ENSMUSG00000020689,omnipath,omnipath
THPO,MPL,ENSG00000090534,ENSG00000117400,Thpo,Mpl,ENSMUSG00000022847,ENSMUSG00000006389,omnipath,omnipath
THY1,CNTN1,ENSG00000154096,ENSG00000018236,Thy1,Cntn1,ENSMUSG00000032011,ENSMUSG00000055022,omnipath,omnipath
THY1,ITGAM,ENSG00000154096,ENSG00000169896,Thy1,Itgam,ENSMUSG00000032011,ENSMUSG00000030786,omnipath,omnipath
THY1,ITGAX,ENSG00000154096,ENSG00000140678,Thy1,Itgax,ENSMUSG00000032011,ENSMUSG00000030789,omnipath,omnipath
THY1,ITGB2,ENSG00000154096,ENSG00000160255,Thy1,Itgb2l,ENSMUSG00000032011,ENSMUSG00000000157,omnipath,omnipath
THY1,ITGAV,ENSG00000154096,ENSG00000138448,Thy1,Itgav,ENSMUSG00000032011,ENSMUSG00000027087,omnipath,omnipath
THY1,ITGB3,ENSG00000154096,ENSG00000259207,Thy1,Itgb3,ENSMUSG00000032011,ENSMUSG00000020689,omnipath,omnipath
TIGIT,RECK,ENSG00000181847,ENSG00000122707,Tigit,Reck,ENSMUSG00000071552,ENSMUSG00000028476,nichenet_verschueren,nichenet_verschueren
TIGIT,NECTIN3,ENSG00000181847,ENSG00000177707,Tigit,Nectin3,ENSMUSG00000071552,ENSMUSG00000022656,nichenet_verschueren,nichenet_verschueren
TIGIT,NECTIN4,ENSG00000181847,ENSG00000143217,Tigit,Nectin4,ENSMUSG00000071552,ENSMUSG00000006411,nichenet_verschueren,nichenet_verschueren
TIGIT,SIRPA,ENSG00000181847,ENSG00000198053,Tigit,Sirpa,ENSMUSG00000071552,ENSMUSG00000037902,nichenet_verschueren,nichenet_verschueren
TIGIT,PVR,ENSG00000181847,ENSG00000073008,Tigit,Pvr,ENSMUSG00000071552,ENSMUSG00000040511,omnipath,omnipath
TIGIT,NECTIN2,ENSG00000181847,ENSG00000130202,Tigit,Nectin2,ENSMUSG00000071552,ENSMUSG00000062300,omnipath,omnipath
TIMD4,SIGLEC7,ENSG00000145850,ENSG00000168995,Timd4,NA,ENSMUSG00000055546,NA,nichenet_verschueren,nichenet_verschueren
TIMD4,HAVCR1,ENSG00000145850,ENSG00000113249,Timd4,Havcr1,ENSMUSG00000055546,ENSMUSG00000040405,omnipath,omnipath
TIMP1,FGFR2,ENSG00000102265,ENSG00000066468,Timp1,Fgfr2,ENSMUSG00000001131,ENSMUSG00000030849,omnipath,omnipath
TIMP1,CD63,ENSG00000102265,ENSG00000135404,Timp1,Cd63,ENSMUSG00000001131,ENSMUSG00000025351,omnipath,omnipath
TIMP1,MMP1,ENSG00000102265,ENSG00000196611,Timp1,Mmp1b,ENSMUSG00000001131,ENSMUSG00000041620,omnipath,omnipath
TIMP1,MMP9,ENSG00000102265,ENSG00000100985,Timp1,Mmp9,ENSMUSG00000001131,ENSMUSG00000017737,omnipath,omnipath
TIMP1,MMP2,ENSG00000102265,ENSG00000087245,Timp1,Mmp2,ENSMUSG00000001131,ENSMUSG00000031740,omnipath,omnipath
TIMP2,LRP2,ENSG00000035862,ENSG00000081479,Timp2,Lrp2,ENSMUSG00000017466,ENSMUSG00000027070,omnipath,omnipath
TIMP2,CD44,ENSG00000035862,ENSG00000026508,Timp2,Cd44,ENSMUSG00000017466,ENSMUSG00000005087,omnipath,omnipath
TIMP2,ITGB1,ENSG00000035862,ENSG00000150093,Timp2,Itgb1,ENSMUSG00000017466,ENSMUSG00000025809,omnipath,omnipath
TIMP2,ITGA3,ENSG00000035862,ENSG00000005884,Timp2,Itga3,ENSMUSG00000017466,ENSMUSG00000001507,omnipath,omnipath
TIMP2,MMP2,ENSG00000035862,ENSG00000087245,Timp2,Mmp2,ENSMUSG00000017466,ENSMUSG00000031740,omnipath,omnipath
TIMP3,MMP14,ENSG00000100234,ENSG00000157227,Timp3,Mmp14,ENSMUSG00000020044,ENSMUSG00000000957,omnipath,omnipath
TIMP3,CD44,ENSG00000100234,ENSG00000026508,Timp3,Cd44,ENSMUSG00000020044,ENSMUSG00000005087,omnipath,omnipath
TIMP3,MET,ENSG00000100234,ENSG00000105976,Timp3,Met,ENSMUSG00000020044,ENSMUSG00000009376,omnipath,omnipath
TIMP3,AGTR2,ENSG00000100234,ENSG00000180772,Timp3,Agtr2,ENSMUSG00000020044,ENSMUSG00000068122,omnipath,omnipath
TIMP3,KDR,ENSG00000100234,ENSG00000128052,Timp3,Kdr,ENSMUSG00000020044,ENSMUSG00000062960,omnipath,omnipath
TIMP3,ADAM17,ENSG00000100234,ENSG00000151694,Timp3,Adam17,ENSMUSG00000020044,ENSMUSG00000052593,omnipath,omnipath
TIMP3,DDR1,ENSG00000100234,ENSG00000204580,Timp3,Ddr1,ENSMUSG00000020044,ENSMUSG00000003534,omnipath,omnipath
TIMP3,MMP2,ENSG00000100234,ENSG00000087245,Timp3,Mmp2,ENSMUSG00000020044,ENSMUSG00000031740,omnipath,omnipath
TIMP3,ADAMTS4,ENSG00000100234,ENSG00000158859,Timp3,Adamts4,ENSMUSG00000020044,ENSMUSG00000006403,omnipath,omnipath
TIMP3,MMP9,ENSG00000100234,ENSG00000100985,Timp3,Mmp9,ENSMUSG00000020044,ENSMUSG00000017737,omnipath,omnipath
TMEM190,IGSF11,ENSG00000160472,ENSG00000144847,Tmem190,Igsf11,ENSMUSG00000013091,ENSMUSG00000022790,nichenet_verschueren,nichenet_verschueren
TMPRSS6,HJV,ENSG00000187045,ENSG00000168509,Tmprss6,Hjv,ENSMUSG00000016942,ENSMUSG00000038403,omnipath,omnipath
TNC,ITGB3,ENSG00000041982,ENSG00000259207,Tnc,Itgb3,ENSMUSG00000028364,ENSMUSG00000020689,nichenet_verschueren,nichenet_verschueren
TNC,ITGB6,ENSG00000041982,ENSG00000115221,Tnc,Itgb6,ENSMUSG00000028364,ENSMUSG00000026971,nichenet_verschueren,nichenet_verschueren
TNC,SDC1,ENSG00000041982,ENSG00000115884,Tnc,Sdc1,ENSMUSG00000028364,ENSMUSG00000020592,nichenet_verschueren,nichenet_verschueren
TNC,ITGA5,ENSG00000041982,ENSG00000161638,Tnc,Itga5,ENSMUSG00000028364,ENSMUSG00000000555,omnipath,omnipath
TNC,EGFR,ENSG00000041982,ENSG00000146648,Tnc,Egfr,ENSMUSG00000028364,ENSMUSG00000020122,omnipath,omnipath
TNC,PTPRB,ENSG00000041982,ENSG00000127329,Tnc,Ptprb,ENSMUSG00000028364,ENSMUSG00000020154,omnipath,omnipath
TNC,ITGA7,ENSG00000041982,ENSG00000135424,Tnc,Itga7,ENSMUSG00000028364,ENSMUSG00000025348,omnipath,omnipath
TNC,ITGB1,ENSG00000041982,ENSG00000150093,Tnc,Itgb1,ENSMUSG00000028364,ENSMUSG00000025809,omnipath,omnipath
TNC,CNTN1,ENSG00000041982,ENSG00000018236,Tnc,Cntn1,ENSMUSG00000028364,ENSMUSG00000055022,omnipath,omnipath
TNC,ITGAV,ENSG00000041982,ENSG00000138448,Tnc,Itgav,ENSMUSG00000028364,ENSMUSG00000027087,omnipath,omnipath
TNC,PTPRZ1,ENSG00000041982,ENSG00000106278,Tnc,Ptprz1,ENSMUSG00000028364,ENSMUSG00000068748,omnipath,omnipath
TNC,ITGA8,ENSG00000041982,ENSG00000077943,Tnc,Itga8,ENSMUSG00000028364,ENSMUSG00000026768,omnipath,omnipath
TNC,ITGA9,ENSG00000041982,ENSG00000144668,Tnc,Itga9,ENSMUSG00000028364,ENSMUSG00000039115,omnipath,omnipath
TNF,LTBR,ENSG00000232810,ENSG00000111321,Tnf,Ltbr,ENSMUSG00000024401,ENSMUSG00000030339,nichenet_verschueren,nichenet_verschueren
TNF,TNFRSF1B,ENSG00000232810,ENSG00000028137,Tnf,Tnfrsf1b,ENSMUSG00000024401,ENSMUSG00000028599,omnipath,omnipath
TNF,TNFRSF1A,ENSG00000232810,ENSG00000067182,Tnf,Tnfrsf1a,ENSMUSG00000024401,ENSMUSG00000030341,omnipath,omnipath
TNF,TNFRSF21,ENSG00000232810,ENSG00000146072,Tnf,Tnfrsf21,ENSMUSG00000024401,ENSMUSG00000023915,omnipath,omnipath
TNF,TRAF2,ENSG00000232810,ENSG00000127191,Tnf,Traf2,ENSMUSG00000024401,ENSMUSG00000026942,omnipath,omnipath
TNFRSF14,FCAR,ENSG00000157873,ENSG00000275269,Tnfrsf10b,NA,ENSMUSG00000022074,NA,nichenet_verschueren,nichenet_verschueren
TNFRSF14,BTLA,ENSG00000157873,ENSG00000186265,Tnfrsf10b,Btla,ENSMUSG00000022074,ENSMUSG00000052013,omnipath,omnipath
TNFRSF14,CD160,ENSG00000157873,ENSG00000117281,Tnfrsf10b,Cd160,ENSMUSG00000022074,ENSMUSG00000038304,omnipath,omnipath
TNFRSF14,LRFN5,ENSG00000157873,ENSG00000165379,Tnfrsf10b,Lrfn5,ENSMUSG00000022074,ENSMUSG00000035653,omnipath,omnipath
TNFRSF14,TRAF2,ENSG00000157873,ENSG00000127191,Tnfrsf10b,Traf2,ENSMUSG00000022074,ENSMUSG00000026942,omnipath,omnipath
TNFSF10,TNFRSF10C,ENSG00000121858,ENSG00000173535,Tnfsf10,Tnfrsf22,ENSMUSG00000039304,ENSMUSG00000010751,omnipath,omnipath
TNFSF10,TNFRSF10D,ENSG00000121858,ENSG00000173530,Tnfsf10,Tnfrsf22,ENSMUSG00000039304,ENSMUSG00000010751,omnipath,omnipath
TNFSF10,TNFRSF10B,ENSG00000121858,ENSG00000120889,Tnfsf10,Tnfrsf22,ENSMUSG00000039304,ENSMUSG00000010751,omnipath,omnipath
TNFSF10,TNFRSF10A,ENSG00000121858,ENSG00000104689,Tnfsf10,NA,ENSMUSG00000039304,NA,omnipath,omnipath
TNFSF10,TNFRSF11B,ENSG00000121858,ENSG00000164761,Tnfsf10,Tnfrsf11b,ENSMUSG00000039304,ENSMUSG00000063727,omnipath,omnipath
TNFSF11,TNFRSF11A,ENSG00000120659,ENSG00000141655,Tnfsf11,Tnfrsf11a,ENSMUSG00000022015,ENSMUSG00000026321,omnipath,omnipath
TNFSF11,TNFRSF11B,ENSG00000120659,ENSG00000164761,Tnfsf11,Tnfrsf11b,ENSMUSG00000022015,ENSMUSG00000063727,omnipath,omnipath
TNFSF12,TNFRSF12A,ENSG00000239697,ENSG00000006327,Tnfsf12,NA,ENSMUSG00000097328,NA,omnipath,omnipath
TNFSF12,TNFRSF25,ENSG00000239697,ENSG00000215788,Tnfsf12,Tnfrsf25,ENSMUSG00000097328,ENSMUSG00000024793,omnipath,omnipath
TNFSF12,TNFRSF8,ENSG00000239697,ENSG00000120949,Tnfsf12,Tnfrsf8,ENSMUSG00000097328,ENSMUSG00000028602,omnipath,omnipath
TNFSF12,CD163,ENSG00000239697,ENSG00000177575,Tnfsf12,Cd163,ENSMUSG00000097328,ENSMUSG00000008845,omnipath,omnipath
TNFSF13,TNFRSF17,ENSG00000161955,ENSG00000048462,Tnfsf13,Tnfrsf17,ENSMUSG00000089669,ENSMUSG00000022496,omnipath,omnipath
TNFSF13,TNFRSF13B,ENSG00000161955,ENSG00000240505,Tnfsf13,Tnfrsf13b,ENSMUSG00000089669,ENSMUSG00000010142,omnipath,omnipath
TNFSF13,TNFRSF14,ENSG00000161955,ENSG00000157873,Tnfsf13,Tnfrsf10b,ENSMUSG00000089669,ENSMUSG00000022074,omnipath,omnipath
TNFSF13,FAS,ENSG00000161955,ENSG00000026103,Tnfsf13,Fas,ENSMUSG00000089669,ENSMUSG00000024778,omnipath,omnipath
TNFSF13,TNFRSF1A,ENSG00000161955,ENSG00000067182,Tnfsf13,Tnfrsf1a,ENSMUSG00000089669,ENSMUSG00000030341,omnipath,omnipath
TNFSF13,TNFRSF11B,ENSG00000161955,ENSG00000164761,Tnfsf13,Tnfrsf11b,ENSMUSG00000089669,ENSMUSG00000063727,omnipath,omnipath
TNFSF13,SDC2,ENSG00000161955,ENSG00000169439,Tnfsf13,Sdc2,ENSMUSG00000089669,ENSMUSG00000022261,omnipath,omnipath
TNFSF13B,TNFRSF13C,ENSG00000102524,ENSG00000159958,Tnfsf13b,Tnfrsf13c,ENSMUSG00000031497,ENSMUSG00000068105,omnipath,omnipath
TNFSF13B,TNFRSF17,ENSG00000102524,ENSG00000048462,Tnfsf13b,Tnfrsf17,ENSMUSG00000031497,ENSMUSG00000022496,omnipath,omnipath
TNFSF13B,TNFRSF13B,ENSG00000102524,ENSG00000240505,Tnfsf13b,Tnfrsf13b,ENSMUSG00000031497,ENSMUSG00000010142,omnipath,omnipath
TNFSF14,LTBR,ENSG00000125735,ENSG00000111321,Tnfsf14,Ltbr,ENSMUSG00000005824,ENSMUSG00000030339,omnipath,omnipath
TNFSF14,TNFRSF14,ENSG00000125735,ENSG00000157873,Tnfsf14,Tnfrsf10b,ENSMUSG00000005824,ENSMUSG00000022074,omnipath,omnipath
TNFSF14,TNFRSF6B,ENSG00000125735,ENSG00000243509,Tnfsf14,NA,ENSMUSG00000005824,NA,omnipath,omnipath
TNFSF15,TNFRSF25,ENSG00000181634,ENSG00000215788,Tnfsf15,Tnfrsf25,ENSMUSG00000050395,ENSMUSG00000024793,omnipath,omnipath
TNFSF15,TNFRSF6B,ENSG00000181634,ENSG00000243509,Tnfsf15,NA,ENSMUSG00000050395,NA,omnipath,omnipath
TNFSF18,TNFRSF18,ENSG00000120337,ENSG00000186891,Tnfsf18,Tnfrsf18,ENSMUSG00000066755,ENSMUSG00000041954,omnipath,omnipath
TNFSF4,TNFRSF4,ENSG00000117586,ENSG00000186827,Tnfsf4,Tnfrsf4,ENSMUSG00000026700,ENSMUSG00000029075,omnipath,omnipath
TNFSF4,TRAF2,ENSG00000117586,ENSG00000127191,Tnfsf4,Traf2,ENSMUSG00000026700,ENSMUSG00000026942,omnipath,omnipath
TNFSF8,TNFRSF8,ENSG00000106952,ENSG00000120949,Tnfsf8,Tnfrsf8,ENSMUSG00000028362,ENSMUSG00000028602,omnipath,omnipath
TNFSF9,TNFRSF9,ENSG00000125657,ENSG00000049249,Tnfsf9,Tnfrsf9,ENSMUSG00000035678,ENSMUSG00000028965,omnipath,omnipath
TNFSF9,PVR,ENSG00000125657,ENSG00000073008,Tnfsf9,Pvr,ENSMUSG00000035678,ENSMUSG00000040511,omnipath,omnipath
TNFSF9,TRAF2,ENSG00000125657,ENSG00000127191,Tnfsf9,Traf2,ENSMUSG00000035678,ENSMUSG00000026942,omnipath,omnipath
TNFSF9,FCRL1,ENSG00000125657,ENSG00000163534,Tnfsf9,Fcrl1,ENSMUSG00000035678,ENSMUSG00000059994,omnipath,omnipath
TNN,SDC1,ENSG00000120332,ENSG00000115884,Tnn,Sdc1,ENSMUSG00000026725,ENSMUSG00000020592,omnipath,omnipath
TNN,SDC4,ENSG00000120332,ENSG00000124145,Tnn,Sdc4,ENSMUSG00000026725,ENSMUSG00000017009,omnipath,omnipath
TNN,ITGA8,ENSG00000120332,ENSG00000077943,Tnn,Itga8,ENSMUSG00000026725,ENSMUSG00000026768,omnipath,omnipath
TNN,ITGB1,ENSG00000120332,ENSG00000150093,Tnn,Itgb1,ENSMUSG00000026725,ENSMUSG00000025809,omnipath,omnipath
TNN,ITGA9,ENSG00000120332,ENSG00000144668,Tnn,Itga9,ENSMUSG00000026725,ENSMUSG00000039115,omnipath,omnipath
TNN,ITGAV,ENSG00000120332,ENSG00000138448,Tnn,Itgav,ENSMUSG00000026725,ENSMUSG00000027087,omnipath,omnipath
TNN,ITGB3,ENSG00000120332,ENSG00000259207,Tnn,Itgb3,ENSMUSG00000026725,ENSMUSG00000020689,omnipath,omnipath
TNN,ITGA2B,ENSG00000120332,ENSG00000005961,Tnn,Itga2b,ENSMUSG00000026725,ENSMUSG00000034664,omnipath,omnipath
TNN,ITGB6,ENSG00000120332,ENSG00000115221,Tnn,Itgb6,ENSMUSG00000026725,ENSMUSG00000026971,omnipath,omnipath
TNR,SDC1,ENSG00000116147,ENSG00000115884,Tnr,Sdc1,ENSMUSG00000015829,ENSMUSG00000020592,omnipath,omnipath
TNR,SDC4,ENSG00000116147,ENSG00000124145,Tnr,Sdc4,ENSMUSG00000015829,ENSMUSG00000017009,omnipath,omnipath
TNR,ITGA8,ENSG00000116147,ENSG00000077943,Tnr,Itga8,ENSMUSG00000015829,ENSMUSG00000026768,omnipath,omnipath
TNR,ITGB1,ENSG00000116147,ENSG00000150093,Tnr,Itgb1,ENSMUSG00000015829,ENSMUSG00000025809,omnipath,omnipath
TNR,ITGA9,ENSG00000116147,ENSG00000144668,Tnr,Itga9,ENSMUSG00000015829,ENSMUSG00000039115,omnipath,omnipath
TNR,ITGAV,ENSG00000116147,ENSG00000138448,Tnr,Itgav,ENSMUSG00000015829,ENSMUSG00000027087,omnipath,omnipath
TNR,ITGB3,ENSG00000116147,ENSG00000259207,Tnr,Itgb3,ENSMUSG00000015829,ENSMUSG00000020689,omnipath,omnipath
TNR,ITGA2B,ENSG00000116147,ENSG00000005961,Tnr,Itga2b,ENSMUSG00000015829,ENSMUSG00000034664,omnipath,omnipath
TNR,ITGB6,ENSG00000116147,ENSG00000115221,Tnr,Itgb6,ENSMUSG00000015829,ENSMUSG00000026971,omnipath,omnipath
TNXB,SDC1,ENSG00000168477,ENSG00000115884,Tnxb,Sdc1,ENSMUSG00000033327,ENSMUSG00000020592,omnipath,omnipath
TNXB,SDC4,ENSG00000168477,ENSG00000124145,Tnxb,Sdc4,ENSMUSG00000033327,ENSMUSG00000017009,omnipath,omnipath
TNXB,ITGA8,ENSG00000168477,ENSG00000077943,Tnxb,Itga8,ENSMUSG00000033327,ENSMUSG00000026768,omnipath,omnipath
TNXB,ITGB1,ENSG00000168477,ENSG00000150093,Tnxb,Itgb1,ENSMUSG00000033327,ENSMUSG00000025809,omnipath,omnipath
TNXB,ITGA9,ENSG00000168477,ENSG00000144668,Tnxb,Itga9,ENSMUSG00000033327,ENSMUSG00000039115,omnipath,omnipath
TNXB,ITGAV,ENSG00000168477,ENSG00000138448,Tnxb,Itgav,ENSMUSG00000033327,ENSMUSG00000027087,omnipath,omnipath
TNXB,ITGB3,ENSG00000168477,ENSG00000259207,Tnxb,Itgb3,ENSMUSG00000033327,ENSMUSG00000020689,omnipath,omnipath
TNXB,ITGA2B,ENSG00000168477,ENSG00000005961,Tnxb,Itga2b,ENSMUSG00000033327,ENSMUSG00000034664,omnipath,omnipath
TNXB,ITGB6,ENSG00000168477,ENSG00000115221,Tnxb,Itgb6,ENSMUSG00000033327,ENSMUSG00000026971,omnipath,omnipath
TPH1,HTR1A,ENSG00000129167,ENSG00000178394,Tph1,Htr1a,ENSMUSG00000040046,ENSMUSG00000021721,nichenet_verschueren,nichenet_verschueren
TPH1,HTR1B,ENSG00000129167,ENSG00000135312,Tph1,Htr1b,ENSMUSG00000040046,ENSMUSG00000049511,nichenet_verschueren,nichenet_verschueren
TPH1,HTR1D,ENSG00000129167,ENSG00000179546,Tph1,NA,ENSMUSG00000040046,NA,nichenet_verschueren,nichenet_verschueren
TPH1,HTR1F,ENSG00000129167,ENSG00000179097,Tph1,Htr1f,ENSMUSG00000040046,ENSMUSG00000050783,nichenet_verschueren,nichenet_verschueren
TPH1,HTR2A,ENSG00000129167,ENSG00000102468,Tph1,Htr2a,ENSMUSG00000040046,ENSMUSG00000034997,nichenet_verschueren,nichenet_verschueren
TPH1,HTR2B,ENSG00000129167,ENSG00000135914,Tph1,Htr2b,ENSMUSG00000040046,ENSMUSG00000026228,nichenet_verschueren,nichenet_verschueren
TPH1,HTR2C,ENSG00000129167,ENSG00000147246,Tph1,Htr2c,ENSMUSG00000040046,ENSMUSG00000041380,nichenet_verschueren,nichenet_verschueren
TPH1,HTR4,ENSG00000129167,ENSG00000164270,Tph1,Htr4,ENSMUSG00000040046,ENSMUSG00000026322,nichenet_verschueren,nichenet_verschueren
TPH1,HTR5A,ENSG00000129167,ENSG00000157219,Tph1,Htr5a,ENSMUSG00000040046,ENSMUSG00000039106,nichenet_verschueren,nichenet_verschueren
TPH1,HTR6,ENSG00000129167,ENSG00000158748,Tph1,Htr6,ENSMUSG00000040046,ENSMUSG00000028747,nichenet_verschueren,nichenet_verschueren
TPH1,HTR7,ENSG00000129167,ENSG00000148680,Tph1,Htr7,ENSMUSG00000040046,ENSMUSG00000024798,nichenet_verschueren,nichenet_verschueren
